# NEW LOG
# format=1.0.0nano
$BNRDD,1,2012-00-00T00:00:00Z,2,2,2,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,9,7,9,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,16,7,16,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,19,3,19,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,22,3,22,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,25,3,25,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,29,4,29,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,32,3,32,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,37,5,37,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,39,2,39,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,42,3,42,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,43,1,43,V,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-00-00T00:00:00Z,43,2,45,A,0.000000,0.000000,0.00,0.00,V,0,0
$BNRDD,1,2012-06-05T10:03:59Z,38,2,47,A,35.718731,139.700670,-0.60,2.44,A,3,1036
$BNRDD,1,2012-06-05T10:04:04Z,36,5,52,A,35.719452,139.700390,35.60,0.78,A,4,261
$BNRDD,1,2012-06-05T10:04:09Z,37,4,56,A,35.719452,139.700390,34.30,0.48,A,4,261
$BNRDD,1,2012-06-05T10:04:14Z,35,1,57,A,35.719440,139.700410,30.60,1.13,A,4,261
$BNRDD,1,2012-06-05T10:04:19Z,35,3,60,A,35.719429,139.700420,28.60,0.81,A,4,261
$BNRDD,1,2012-06-05T10:04:24Z,35,4,64,A,35.719440,139.700420,29.20,0.06,A,5,250
$BNRDD,1,2012-06-05T10:04:29Z,34,2,66,A,35.719440,139.700420,30.30,0.15,A,5,255
$BNRDD,1,2012-06-05T10:04:35Z,35,6,72,A,35.719440,139.700420,31.40,0.02,A,5,249
$BNRDD,1,2012-06-05T10:04:40Z,36,3,75,A,35.719429,139.700420,32.70,0.02,A,5,249
$BNRDD,1,2012-06-05T10:04:45Z,38,5,80,A,35.719429,139.700440,36.50,0.02,A,5,249
$BNRDD,1,2012-06-05T10:04:50Z,39,2,82,A,35.719429,139.700440,38.30,0.02,A,5,249
$BNRDD,1,2012-06-05T10:04:55Z,40,3,85,A,35.719429,139.700440,39.80,0.04,A,5,249
$BNRDD,1,2012-06-05T10:05:00Z,41,3,88,A,35.719421,139.700440,40.60,0.02,A,5,249
$BNRDD,1,2012-06-05T10:05:05Z,37,1,89,A,35.719421,139.700440,41.90,0.02,A,5,249
$BNRDD,1,2012-06-05T10:05:10Z,38,5,94,A,35.719421,139.700450,43.00,0.37,A,5,249
$BNRDD,1,2012-06-05T10:05:15Z,42,5,99,A,35.719421,139.700450,43.60,0.04,A,5,249
$BNRDD,1,2012-06-05T10:05:20Z,42,3,102,A,35.719421,139.700450,44.20,0.00,A,5,249
$BNRDD,1,2012-06-05T10:05:26Z,41,3,105,A,35.719421,139.700450,44.20,0.04,A,5,249
$BNRDD,1,2012-06-05T10:05:31Z,43,4,109,A,35.719421,139.700450,44.20,0.00,A,5,249
$BNRDD,1,2012-06-05T10:05:36Z,42,5,114,A,35.719421,139.700450,44.60,0.15,A,5,248
$BNRDD,1,2012-06-05T10:05:41Z,41,2,116,A,35.719429,139.700450,44.70,0.06,A,5,248
$BNRDD,1,2012-06-05T10:05:46Z,39,3,119,A,35.719429,139.700450,44.70,0.09,A,5,248
$BNRDD,1,2012-06-05T10:05:51Z,39,2,121,A,35.719440,139.700440,44.50,0.41,A,5,248
$BNRDD,1,2012-06-05T10:05:56Z,42,6,127,A,35.719440,139.700440,44.30,0.02,A,5,248
$BNRDD,1,2012-06-05T10:06:01Z,40,1,128,A,35.719440,139.700440,44.00,0.09,A,5,248
$BNRDD,1,2012-06-05T10:06:06Z,46,7,135,A,35.719452,139.700440,44.00,0.07,A,5,248
$BNRDD,1,2012-06-05T10:06:12Z,44,3,138,A,35.719452,139.700440,44.10,0.09,A,5,248
$BNRDD,1,2012-06-05T10:06:17Z,42,3,141,A,35.719460,139.700420,44.20,0.50,A,5,248
$BNRDD,1,2012-06-05T10:06:22Z,41,2,143,A,35.719460,139.700420,44.70,0.13,A,5,248
$BNRDD,1,2012-06-05T10:06:27Z,41,3,146,A,35.719471,139.700420,45.30,0.00,A,5,248
$BNRDD,1,2012-06-05T10:06:32Z,42,5,151,A,35.719460,139.700420,45.60,0.04,A,5,248
$BNRDD,1,2012-06-05T10:06:37Z,40,3,154,A,35.719460,139.700420,46.00,0.17,A,5,247
$BNRDD,1,2012-06-05T10:06:42Z,42,4,158,A,35.719460,139.700440,46.10,0.02,A,5,247
$BNRDD,1,2012-06-05T10:06:47Z,44,5,163,A,35.719460,139.700440,46.30,0.07,A,5,247
$BNRDD,1,2012-06-05T10:06:52Z,49,7,170,A,35.719452,139.700440,46.50,0.33,A,5,247
$BNRDD,1,2012-06-05T10:06:58Z,45,2,172,A,35.719452,139.700450,46.30,0.00,A,5,247
$BNRDD,1,2012-06-05T10:07:03Z,46,2,174,A,35.719452,139.700450,46.20,0.11,A,5,247
$BNRDD,1,2012-06-05T10:07:08Z,42,3,177,A,35.719440,139.700450,45.90,0.33,A,5,247
$BNRDD,1,2012-06-05T10:07:13Z,42,3,180,A,35.719440,139.700450,45.90,0.00,A,5,247
$BNRDD,1,2012-06-05T10:07:18Z,43,4,184,A,35.719440,139.700450,45.80,0.04,A,5,247
$BNRDD,1,2012-06-05T10:07:23Z,42,1,185,A,35.719440,139.700440,45.40,0.00,A,5,247
$BNRDD,1,2012-06-05T10:07:28Z,47,8,193,A,35.719440,139.700440,45.00,0.04,A,5,247
$BNRDD,1,2012-06-05T10:07:33Z,45,3,196,A,35.719440,139.700450,44.70,0.04,A,5,247
$BNRDD,1,2012-06-05T10:07:38Z,46,4,200,A,35.719429,139.700450,44.20,0.02,A,5,247
$BNRDD,1,2012-06-05T10:07:43Z,46,4,204,A,35.719429,139.700450,43.50,0.06,A,5,246
$BNRDD,1,2012-06-05T10:07:49Z,45,4,208,A,35.719429,139.700450,43.30,0.02,A,5,246
$BNRDD,1,2012-06-05T10:07:54Z,46,8,216,A,35.719429,139.700450,43.20,0.02,A,5,246
$BNRDD,1,2012-06-05T10:07:59Z,48,4,220,A,35.719429,139.700450,42.60,0.00,A,5,246
$BNRDD,1,2012-06-05T10:08:04Z,51,5,225,A,35.719429,139.700450,42.50,0.02,A,5,246
$BNRDD,1,2012-06-05T10:08:09Z,52,4,229,A,35.719429,139.700450,42.10,0.00,A,5,246
$BNRDD,1,2012-06-05T10:08:14Z,56,7,236,A,35.719421,139.700450,41.90,0.04,A,5,246
$BNRDD,1,2012-06-05T10:08:19Z,55,3,239,A,35.719421,139.700450,41.40,0.04,A,5,246
$BNRDD,1,2012-06-05T10:08:24Z,55,1,240,A,35.719421,139.700450,41.00,0.22,A,5,246
